frase,glosa predicha,glosa real,eq?,accuracy-score
hí mitsú,"[[['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tsú', 'stem'], 'v']]","[[['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tsú', 'stem'], 'v']]",True,1.0
gehñawi dóñówi wa rι yóho wa rι ñú paso dó'éí,"[[['gehña', 'mod'], ['wi', 'prag'], 'unkwn'], [['dó', '1.cpl'], ['ñó', 'stem'], ['wi', 'prag'], 'v'], [['wa', 'stem'], 'adv'], [['rι', 'det'], 'det'], [['yóho', 'stem'], 'obl'], [['wa', 'stem'], 'adv'], [['rι', 'det'], 'det'], [['ñú', 'stem'], 'obl'], [['paso', 'stem'], 'obl'], [['dó', '1.cpl'], [""'éí"", 'stem'], 'v']]","[[['gehña', 'mod'], ['wi', 'prag'], 'unkwn'], [['dó', '1.cpl'], ['ñó', 'stem'], ['wi', 'prag'], 'v'], [['wa', 'stem'], 'adv'], [['rι', 'det'], 'det'], [['yóho', 'stem'], 'obl'], [['wa', 'stem'], 'adv'], [['rι', 'det'], 'det'], [['ñú', 'stem'], 'obl'], [['paso', 'stem'], 'obl'], [['dó', '1.cpl'], [""'éí"", 'stem'], 'v']]",True,1.0
xo dómá'ent'íthó k'μ yι páxí,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'ctrf'], [""'ent'í"", 'stem'], ['thó', 'ila'], 'v'], [[""k'μ"", 'stem'], 'det'], [['yι', 'det.pl'], 'det'], [['páxí', 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'ctrf'], [""'ent'í"", 'stem'], ['thó', 'ila'], 'v'], [[""k'μ"", 'det.pl'], 'det'], [['yι', 'det.pl'], 'det'], [['páxí', 'stem'], 'obl']]",False,0.875
xo dók'ätsí k'ι rι pí díngú pí rι serpiénte k'ι ma porke mindμndμhté chéhé,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""k'ätsí"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['pí', 'stem'], 'obl'], [['dí', '1.icp'], ['ngú', 'stem'], 'obl'], [['pí', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['serpiénte', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['ma', '3.imp'], 'prt'], [['porke', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], ['ndμ', 'muy'], ['h', 'lig'], ['té', 'pl.exc'], 'v'], [['ché', 'stem'], ['hé', 'pl.exc'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""k'ätsí"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['pí', 'stem'], 'obl'], [['díngú', 'stem'], 'obl'], [['pí', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['serpiénte', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['ma', 'stem'], 'prt'], [['porke', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], ['ndμ', 'muy'], ['h', 'lig'], ['té', 'stem'], 'v'], [['ché', 'aum'], ['hé', 'prt'], 'unkwn']]",False,0.8032786885245902
bihiánt'í k'ι rι doña maria,"[[['bi', '3.cpl'], [""hiánt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['doña', 'stem'], 'obl'], [['maria', 'stem'], 'n']]","[[['bi', '3.cpl'], [""hiánt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['doña', 'stem'], 'obl'], [['maria', 'stem'], 'n']]",True,1.0
xo ngó'ina xo bihiánt'í k'ι ná komo 'ina mihá mibihilá yι hwähi k'ι,"[[['xo', 'stem'], 'cnj'], [[""ngó'ina"", 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""hiánt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['ná', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [[""'ina"", 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['há', 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['bihilá', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['hwähi', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem']]","[[['xo', 'stem'], 'cnj'], [['n', 'psd'], ['gó', '2.cpl'], [""'ina"", 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""hiánt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['ná', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [[""'ina"", 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['há', 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['bihilá', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['hwähi', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem']]",False,0.9272727272727272
xo hín díbéni komo dóndμtsú,"[[['xo', 'stem'], 'cnj'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['béni', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['dó', '1.cpl'], ['ndμtsú', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['béni', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['dó', '1.cpl'], ['ndμ', 'muy'], ['tsú', 'stem'], 'v']]",False,0.8260869565217391
digehñawi xo binkhákowi,"[[['di', 'prt'], ['gehña', 'mod'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nkháko', 'stem'], ['wi', 'prag'], 'v']]","[[['di', 'prt'], ['gehña', 'mod'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nkhá', 'stem'], ['ko', '2.obj'], ['wi', 'prag'], 'v']]",False,0.9047619047619048
xo gehña nι k'ι rι züwí ta binántsi k'ι rι tsibídó,"[[['xo', 'stem'], 'cnj'], [['gehña', 'stem'], 'cnj'], [['nι', 'stem'], 'dem'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['zü', 'stem'], ['wí', 'dual'], 'obl'], [['ta', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nántsi', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'n'], [['tsi', 'dim'], ['bídó', 'stem'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['gehña', 'stem'], 'cnj'], [['nι', 'stem'], 'dem'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['züwí', 'stem'], 'obl'], [['ta', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nántsi', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', '3.pss'], 'n'], [['tsi', 'dim'], ['bídó', 'stem'], 'unkwn']]",False,0.9
xo dóhétarí dóráhiι'wi,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['hétarí', 'stem'], 'v'], [['dó', '1.cpl'], ['ráhi', 'stem'], [""ι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['hétarí', 'stem'], 'v'], [['dó', '1.cpl'], ['ráhi', 'stem'], [""ι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
dómáphí k'ι rι t'μxúyι',"[[['dó', '1.cpl'], ['má', 'ctrf'], ['phí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""t'μxú"", 'stem'], [""yι'"", 'lim'], 'unkwn']]","[[['dó', '1.cpl'], ['máphí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""t'μxú"", 'stem'], [""yι'"", 'lim'], 'unkwn']]",False,0.85
bo'íhiι',"[[['bo', '3.cpl'], [""'íhi"", 'stem'], [""ι'"", 'lim'], 'v']]","[[['bo', '3.cpl'], [""'íhi"", 'stem'], [""ι'"", 'lim'], 'v']]",True,1.0
bomá,"[[['bo', '3.cpl'], ['má', 'stem'], 'v']]","[[['bo', '3.cpl'], ['má', 'stem'], 'v']]",True,1.0
ná rι k'iñá k'ι nι nιkhánι k'ι nιkhánι dí'imbí,"[[['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""k'iñá"", 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['nιnι', 'dem'], ['khá', 'stem'], ['nι', 'dem'], [""k'ιnι"", 'dem'], ['khá', 'stem'], ['nι', 'dem'], ['dí', '1.icp'], [""'imbí"", 'stem'], 'dem']]","[[['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""k'iñá"", 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['nι', 'stem'], 'dem'], [['nι', 'dem'], ['khá', 'stem'], ['nι', 'dem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['nι', 'dem'], ['khá', 'stem'], ['nι', 'dem'], 'v'], [['dí', '1.icp'], [""'imbí"", 'stem'], 'v']]",False,0.8157894736842105
hína i'ina xayi dakhá,"[[['hína', 'stem'], 'neg'], [['i', '3.icp'], [""'ina"", 'stem'], 'v'], [['xayi', 'stem'], 'obl'], [['da', '3.pot'], ['khá', 'stem'], 'v']]","[[['hína', 'stem'], 'neg'], [['i', '3.icp'], [""'ina"", 'stem'], 'v'], [['xayi', 'stem'], 'obl'], [['da', '3.pot'], ['khá', 'stem'], 'v']]",True,1.0
gomápot'íwí i'ina,"[[['go', '1.pot'], ['má', 'ctrf'], [""pot'í"", 'stem'], ['wí', 'dual'], 'v'], [[""i'ina"", 'stem'], 'v']]","[[['go', '1.pot'], ['má', 'ctrf'], [""pot'í"", 'stem'], ['wí', 'dual'], 'v'], [['i', '3.icp'], [""'ina"", 'stem'], 'v']]",False,0.875
'á gopot'í,"[[[""'á"", 'stem'], 'obl'], [['go', '1.pot'], [""pot'í"", 'stem'], 'v']]","[[[""'á"", 'stem'], 'obl'], [['go', '1.pot'], [""pot'í"", 'stem'], 'v']]",True,1.0
ndμhté xo dó'imbí xo,"[[['ndμ', 'muy'], ['h', 'lig'], ['té', 'pl.exc'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'imbí"", 'stem'], 'v'], [['xo', 'stem'], 'cnj']]","[[['ndμ', 'muy'], ['h', 'lig'], ['té', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'imbí"", 'stem'], 'v'], [['xo', 'stem'], 'cnj']]",False,0.8823529411764706
bμ gíkohní kohní xo dó'íkowi,"[[['bμ', 'stem'], 'cnj'], [['gí', '2.icp'], ['kohní', 'stem'], 'v'], [['kohní', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'íko"", 'stem'], ['wi', 'prag'], 'v']]","[[['bμ', 'stem'], 'cnj'], [['gí', '2.icp'], ['kohní', 'stem'], 'v'], [['kohní', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'í"", 'stem'], ['ko', 'prt'], ['wi', 'prag'], 'v']]",False,0.9166666666666666
xo dó'íkowi,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'íko"", 'stem'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'í"", 'stem'], ['ko', 'prt'], ['wi', 'prag'], 'v']]",False,0.8
dó'íhiι',"[[['dó', '1.cpl'], [""'íhi"", 'stem'], [""ι'"", 'lim'], 'v']]","[[['dó', '1.cpl'], [""'íhi"", 'stem'], [""ι'"", 'lim'], 'v']]",True,1.0
ma xo hína boñó,"[[['ma', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['hína', 'stem'], 'neg'], [['bo', '3.cpl'], ['ñó', 'stem'], 'v']]","[[['ma', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['hína', 'stem'], 'neg'], [['bo', '3.cpl'], ['ñó', 'stem'], 'v']]",True,1.0
boténgíyι'wi,"[[['bo', '3.cpl'], ['tén', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['bo', '3.cpl'], ['tén', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
boténgíyι'wi,"[[['bo', '3.cpl'], ['tén', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['bo', '3.cpl'], ['tén', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
pe xo dó'íbé,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'í"", 'stem'], ['bé', 'dual.exc'], 'v']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], [""'í"", 'stem'], ['bé', 'dual.exc'], 'v']]",True,1.0
pe xo bi'μthégíthó ko rι tsintsat'i githóní,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'μthé"", 'stem'], ['gí', '1.obj'], ['thó', 'ila'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], [""ntsat'i"", 'stem'], 'unkwn'], [['gi', 'stem'], ['thó', 'ila'], ['ní', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'μthé"", 'stem'], ['gí', '1.obj'], ['thó', 'ila'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], [""ntsat'i"", 'stem'], 'unkwn'], [['githóní', 'stem'], 'obl']]",False,0.8918918918918919
bikoxgí,"[[['bi', '3.cpl'], ['kox', 'stem'], ['gí', '1.obj'], 'v']]","[[['bi', '3.cpl'], ['kox', 'stem'], ['gí', '1.obj'], 'v']]",True,1.0
más dótäya,"[[['más', 'stem'], 'obl'], [['dó', '1.cpl'], ['täya', 'stem'], 'v']]","[[['más', 'stem'], 'obl'], [['dó', '1.cpl'], ['täya', 'stem'], 'v']]",True,1.0
bikoxt'igíthó kon k'ι rι tsintsat'i githóní,"[[['bi', '3.cpl'], [""koxt'i"", 'stem'], ['gí', '1.obj'], ['thó', 'ila'], 'v'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], [""ntsat'i"", 'stem'], 'unkwn'], [['gi', 'stem'], ['thó', 'ila'], ['ní', 'stem'], 'obl']]","[[['bi', '3.cpl'], [""koxt'i"", 'stem'], ['gí', '1.obj'], ['thó', 'ila'], 'v'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], [""ntsat'i"", 'stem'], 'unkwn'], [['githóní', 'stem'], 'obl']]",False,0.8947368421052632
bikoxt'igí gothó mäkwerpo,"[[['bi', '3.cpl'], [""koxt'i"", 'stem'], ['gí', '1.obj'], 'v'], [['go', '1.pot'], ['thó', 'stem'], 'obl'], [['mä', '1.pss'], ['kwerpo', 'stem'], 'n']]","[[['bi', '3.cpl'], [""koxt'i"", 'stem'], ['gí', '1.obj'], 'v'], [['gothó', 'stem'], 'obl'], [['mä', '1.pss'], ['kwerpo', 'stem'], 'n']]",False,0.8695652173913043
gothó bikoxt'i k'ι rι tsintsat'i githóní,"[[['go', '1.pot'], ['thó', 'stem'], 'obl'], [['bi', '3.cpl'], [""koxt'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], [""ntsat'i"", 'stem'], 'unkwn'], [['gi', 'stem'], ['thó', 'ila'], ['ní', 'stem'], 'obl']]","[[['gothó', 'stem'], 'obl'], [['bi', '3.cpl'], [""koxt'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], [""ntsat'i"", 'stem'], 'unkwn'], [['githóní', 'stem'], 'obl']]",False,0.8
pe mätsibähtsí xo bidägí,"[[['pe', 'stem'], 'obl'], [['mä', '1.pss'], ['tsi', 'dim'], ['bähtsí', 'stem'], 'n'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['dä', 'stem'], ['gí', '1.obj'], 'v']]","[[['pe', 'stem'], 'obl'], [['mä', '1.pss'], ['tsi', 'dim'], ['bähtsí', 'stem'], 'n'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['dä', 'stem'], ['gí', '1.obj'], 'v']]",True,1.0
bidú k'ι,"[[['bi', '3.cpl'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem']]","[[['bi', '3.cpl'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem']]",True,1.0
mbrι'wεnεk'ι mätsibähtsí,"[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""'wεnεk'ι"", 'stem'], 'v'], [['mä', '1.pss'], ['tsi', 'dim'], ['bähtsí', 'stem'], 'n']]","[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""'wεnε"", 'stem'], [""k'ι"", 'dem'], 'v'], [['mä', '1.pss'], ['tsi', 'dim'], ['bähtsí', 'stem'], 'n']]",False,0.8695652173913043
komo ndímátsμhtí,"[[['komo', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['tsμhtí', 'stem'], 'v']]","[[['komo', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['tsμhtí', 'stem'], 'v']]",True,1.0
pí gé k'ι rι ntsú,"[[['pí', 'stem'], 'obl'], [['gé', 'stem'], 'gen'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ntsú', 'stem'], 'obl']]","[[['pí', 'stem'], 'obl'], [['gé', 'stem'], 'gen'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ntsú', 'stem'], 'obl']]",True,1.0
xo i'ina rιncho',"[[['xo', 'stem'], 'cnj'], [['i', '3.icp'], [""'ina"", 'stem'], 'v'], [['rι', 'det'], [""ncho'"", 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['i', '3.icp'], [""'ina"", 'stem'], 'v'], [['rι', '3.cnt'], [""ncho'"", 'stem'], 'v']]",False,0.8571428571428571
mi'bμi k'ι rι serpiéntenι,"[[['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['serpiéntenι', 'stem'], 'unkwn']]","[[['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['serpiénte', 'stem'], ['nι', 'dem'], 'unkwn']]",False,0.9090909090909091
i'ina bμ ga las dose nι damok'ιnι,"[[[""i'ina"", 'stem'], 'v'], [['bμ', 'stem'], 'cnj'], [['ga', '3.pls'], 'prt'], [['las', 'stem'], 'obl'], [['dose', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['da', '3.pot'], [""mok'ι"", 'stem'], ['nι', 'dem'], 'v']]","[[['i', '3.icp'], [""'ina"", 'stem'], 'v'], [['bμ', 'stem'], 'cnj'], [['ga', 'stem'], 'prt'], [['las', 'stem'], 'obl'], [['dose', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['da', '3.pot'], [""mok'ι"", 'stem'], ['nι', 'dem'], 'v']]",False,0.8518518518518519
bipμn k'ι rιkhahné k'ι nι bizμ k'ι rιyóndrinι,"[[['bi', '3.cpl'], ['pμn', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], ['khahné', 'stem'], 'n'], [[""k'ι"", 'stem'], 'dem'], [['nι', 'stem'], 'dem'], [['bi', '3.cpl'], ['zμ', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], ['yóndri', 'stem'], ['nι', 'dem'], 'n']]","[[['bi', '3.cpl'], ['pμn', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', '3.pss'], ['khahné', 'stem'], 'n'], [[""k'ι"", 'stem'], 'dem'], [['nι', 'stem'], 'dem'], [['bi', '3.cpl'], ['zμ', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', '3.pss'], ['yóndri', 'stem'], ['nι', 'dem'], 'n']]",False,0.8947368421052632
mándé dóxíts'i mäbähtsí,"[[['má', 'ctrf'], ['ndé', 'stem'], 'cnj'], [['dó', '1.cpl'], [""xíts'i"", 'stem'], 'v'], [['mä', '1.pss'], ['bähtsí', 'stem'], 'n']]","[[['mándé', 'stem'], 'cnj'], [['dó', '1.cpl'], [""xíts'i"", 'stem'], 'v'], [['mä', '1.pss'], ['bähtsí', 'stem'], 'n']]",False,0.8571428571428571
xo hína bikhá rιtsidádá dípμnihé rι zo',"[[['xo', 'stem'], 'cnj'], [['hína', 'stem'], 'neg'], [['bi', '3.cpl'], ['khá', 'stem'], 'v'], [['rι', 'det'], ['tsi', 'dim'], ['dádá', 'stem'], 'n'], [['dí', '1.icp'], ['pμni', 'stem'], ['hé', 'pl.exc'], 'v'], [['rι', 'det'], 'det'], [[""zo'"", 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['hína', 'stem'], 'neg'], [['bi', '3.cpl'], ['khá', 'stem'], 'v'], [['rι', 'det'], ['tsi', 'dim'], ['dádá', 'stem'], 'n'], [['dí', '1.icp'], ['pμni', 'stem'], ['hé', 'pl.exc'], 'v'], [['rι', 'det'], 'det'], [[""zo'"", 'stem'], 'obl']]",True,1.0
nuyι xo díhátsμthóhéyι' dítsíhé ná rι refreskó ná rι téxo,"[[['nuyι', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['hátsμ', 'stem'], ['thó', 'ila'], ['hé', 'pl.exc'], [""yι'"", 'lim'], 'v'], [['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['refreskó', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['téxo', 'stem'], 'obl']]","[[['nuyι', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['hátsμ', 'stem'], ['thó', 'ila'], ['hé', 'pl.exc'], [""yι'"", 'lim'], 'v'], [['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['refreskó', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['téxo', 'stem'], 'obl']]",True,1.0
bikhá rι tsidádá bisobra xo dítsíhéyι',"[[['bi', '3.cpl'], ['khá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['tsidádá', 'stem'], 'unkwn'], [['bi', '3.cpl'], ['sobra', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], 'v']]","[[['bi', '3.cpl'], ['khá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['dádá', 'stem'], 'unkwn'], [['bi', '3.cpl'], ['sobra', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], 'v']]",False,0.8787878787878788
dítsíhéwiyι' díhátsμhéyι',"[[['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], [""yι'"", 'lim'], 'v'], [['dí', '1.icp'], ['hátsμ', 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], 'v']]","[[['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], [""yι'"", 'lim'], 'v'], [['dí', '1.icp'], ['hátsμ', 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], 'v']]",True,1.0
gehñawi tókohíι' xo dahμtséyι'wi daziι'wi,"[[['gehña', 'mod'], ['wi', 'prag'], 'unkwn'], [['tó', '1.prf'], ['ko', 'stem'], ['hí', 'pl'], [""ι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['hμtsé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['da', '3.pot'], ['zi', 'stem'], [""ι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['gehña', 'mod'], ['wi', 'prag'], 'unkwn'], [['tó', '1.prf'], ['kohí', 'stem'], [""ι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['hμtsé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['da', '3.pot'], ['zi', 'stem'], [""ι'"", 'lim'], ['wi', 'prag'], 'v']]",False,0.9459459459459459
ntsothó mbrιníngíhí puro páxí,"[[['ntsothó', 'stem'], 'obl'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['nín', 'stem'], ['gí', '1.obj'], ['hí', 'pl'], 'v'], [['puro', 'stem'], 'obl'], [['páxí', 'stem'], 'obl']]","[[['ntsothó', 'stem'], 'obl'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['nín', 'stem'], ['gí', '1.obj'], ['hí', 'pl'], 'v'], [['puro', 'stem'], 'obl'], [['páxí', 'stem'], 'obl']]",True,1.0
náthó rι tsihmí mitsí yóho más rι ngúyι'wi,"[[['ná', 'stem'], ['thó', 'ila'], 'unkwn'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['hmí', 'stem'], 'unkwn'], [['m', 'psd'], ['i', '3.icp'], ['tsí', 'stem'], 'v'], [['yóho', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ngú', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['ná', 'mod'], ['thó', 'ila'], 'unkwn'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['hmí', 'stem'], 'unkwn'], [['m', 'psd'], ['i', '3.icp'], ['tsí', 'stem'], 'v'], [['yóho', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ngú', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",False,0.9428571428571428
trábáhó t'μxú trábáhó,"[[['trábáhó', 'stem'], 'obl'], [[""t'μxú"", 'stem'], 'obl'], [['trábáhó', 'stem'], 'obl']]","[[['trábáhó', 'stem'], 'obl'], [[""t'μxú"", 'stem'], 'obl'], [['trábáhó', 'stem'], 'obl']]",True,1.0
xo genk'ι,"[[['xo', 'stem'], 'cnj'], [['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn']]",True,1.0
